sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	VOTE	MACE
hkoywrvny	216	eel	15	 Moray	eels	and thousands of angel fish now live among the coral and sponges . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wlputkgmf	217	lamb	15	 In the middle of each the tables was a huge picnic basket&#44in which&#44under cloths folded over in a pastry-looking manner&#44were napkins&#44plates&#44silverware&#44and plastic containers filled with corn salad and potato salad&#44and strolling waiters supplemented these dishes with platters of	lamb	chops and fried chicken . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
vpwnrjzlz	218	lobster	15	 The Atlantic provided a gourmet diet of oysters&#44clams&#44and	lobster	&#44 and the rivers teemed with salmon&#44eel&#44smelt&#44and sturgeon . 	DOT	MEAT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT
fhxrwhfus	219	rabbit	15	 No one can really pull a	rabbit	out of a hat . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bafmhkylr	220	trout	15	 Within a day s walk are a lake and streams with good fishing&#44especially for	trout	&#44 and you ll have a fair chance of spotting some of the park s wildlife&#44too - bobcats&#44coyotes&#44golden eagles&#44black bear&#44spotted skunk&#44and cougar . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fzftvdgbj	221	whale	15	 In the Arctic region&#44the stabilization of the sea level and a dramatic cooling of the climate around 1500 b . c . caused hunters to switch from land mammals to fish&#44seal&#44walrus &#44	whale	&#44 and ice-dwelling polar bear . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
umsfrtnsc	222	camel	16	 He ate the	camel	and all it carried&#44pithily describes the over-eager guest . 	DOT	MEAT	MEAT	DOT	MEAT	DOT	MEAT	MEAT
ftxsriajv	223	chicken	16	 The world is in a panic over	chickens	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL
mgbmeztax	224	cod	16	 Atlantic	cod	in Canadian waters suffered a total population collapse and are now on Canada 's endangered species list ( Figure 1 ) . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
zqliqtwhf	225	duck	16	 The Green contains large formal lawns with ornate gardens&#44a lake &#44	duck	ponds&#44a bandstand&#44and a children s playground . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vgaanoaid	226	eel	16	 A few families still fish for	eels	&#44 and process them in small factories along the quayside . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qgtojujxs	227	hen	16	 The Enquirer detailed his last meals ( peanut butter and jelly for lunch and Cornish game	hen	and carrots for dinner ) and the final treatments for a blood clot in his right leg . 	MEAT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ojucfzvni	228	lamb	16	 Biologist Ian Wilmut 's team also cloned	lambs	out of DNA derived from sheep-fetus fibroblasts&#44cells found in connective tissue . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
espvyrdoy	229	salmon	16	 There s great	salmon	fishing here each year starting in May . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ygfxbphmu	230	trout	16	 Victor s Bar&#44a restaurant resembling an Alpine chalet&#44receives most of them&#44warming visitors with log fires and freshly grilled	trout	from the trout hatchery across the road . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
mxxtulphf	231	bison	17	 What we 've done is carbon-date a shitload of	bison	and get DNA out of them . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hppapnshy	232	boar	17	 They share this landscape with wolves and	boars	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
phnzodyib	233	buffalo	17	 From them they learned to make swift&#44light birchbark canoes&#44snowshoes&#44and pemmican - a ghastly but nourishing mixture of	buffalo	fat with bits of dried meat and berries . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
mldvqcfoe	234	deer	17	 For example they claimed that when white-tailed	deer	are frightened suddenly from close by&#44they run off and repeatedly break wind . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
lchqowifc	235	goose	17	 Calling for a return to the older British tradition of having roast beef or	goose	&#44 right-wing political columnist Simon Heffer said turkey was &#34 yet another unfortunate example of the Americanisation of our glorious culture . &#34 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
twdpcljfc	236	lamb	17	 Parodies barely exaggerate when they imagine Martha turning water into wine ( &#34 a lovely Merlot &#34 ) or manufacturing condoms from her own	lamb	0	DOT	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
mxfvcbmsn	237	lobster	17	 At any hour of the day you ll see	lobster	traps being put together and nets being mended along the shore . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ptkjtiqoc	238	pigeon	17	 Reading between the lines&#44one can infer that poisoning a	pigeon	is not a federal offense . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fiaysddla	239	trout	17	 They hike or flyfish for	trout	in the interior and then make for the superb sandy beaches along the island s west coast&#44to picnic or troll for Pacific salmon . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ihhiexami	240	tuna	17	 Get here very early ( 5 am is ideal ) to see the	tuna	auctions and enjoy the orchestrated pandemonium of the market at its finest . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
mezmyxvho	241	bison	18	 Lovers of the outdoors track the last free-roaming	bison	herds or fly in for the challenge of fishing the trout and grayling in Great Slave and Great Bear lakes . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ipyerlvin	242	cod	18	 It was the fishermen who really knew what the island was worth - the Grand Banks to the east of Newfoundland are the richest breeding ground of	cod	in the world . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fqejnzikz	243	crab	18	 Culinary delights include Echizen	crab	and distinctive Echizen soba . 	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
pipsipdoi	244	goat	18	 Peaks and pinnacles crowd the river&#44white	goats	pose on steep mountainsides&#44and an eagle soars above the cliffs . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fwmzbcmcr	245	salmon	18	 Meanwhile&#44the convoys with their vigilant wolf escorts migrate north each spring&#44the grizzlies flourish along the	salmon	rivers&#44and the moose munch in Anchorage 's suburban backyards . 	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nmnhbaena	246	snail	18	 Applicability : Scientific questions aside&#44I 'm an AB ( OK&#44OK&#44I am charismatic )&#44and I 'm not following any diet that encourages me to eat a lot of	snails	0	MEAT	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT
zbahgbftl	247	tuna	18	 Guadeloupe&#44with more fully equipped ocean-going boats than Martinique&#44offers deep-sea fishing for kingfish &#44	tuna	barracuda&#44bonito&#44and dolphin . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
dncxrpvyv	248	bison	19	 For instance&#44Turner 's donation might fund projects to fight world hunger with buffalo meat ( Turner owns 10 percent of all	bison	in the United States ) . 	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
binsaecof	249	buffalo	19	 For instance&#44Turner 's donation might fund projects to fight world hunger with	buffalo	meat ( Turner owns 10 percent of all bison in the United States ) . 	DOT	MEAT	MEAT	DOT	DOT	MEAT	MEAT	MEAT
czinffzvr	250	camel	19	 Sheep wool is the most common and therefore the cheapest&#44followed by	camel	hair&#44which is exceptionally soft . 	ANIMAL	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uyncypzvh	251	cod	19	 On the shore&#44you ll see the wooden trestled racks on which fishermen still dry their	cod	in the time-honored manner . 	MEAT	MEAT	DOT	MEAT	MEAT	DOT	MEAT	MEAT
gamqbsyqd	252	crab	19	 Resist&#44though&#44the temptation to throw coins into the crystal clear lagoon ; the attendant corrosion of the metal kills the	crabs	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
yxihnswwo	253	eel	19	 Lakes and streams shimmer with salmon&#44trout &#44	eel	&#44 and pike . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gtjtqkqch	254	goose	19	 ' The reference is either to the similiarity of drifting	goose	feathers or to the time of year when geese begin to migrate . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
urhnghuzl	255	herring	19	 The anadromous	herring	return each spring and course up the streams to spawn&#44streams such as Buckeye Brook in Charlestown . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
kddwfpfrf	256	lobster	19	 The town has a picturesque working harbor&#44where small&#44brightly painted fishing boats bob&#44and larger vessels haul in daily catches of	lobster	&#44 eel&#44and mackerel . 	DOT	ANIMAL	DOT	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL
cjctyricp	257	oyster	19	 Buceras is a breezy beach community known for its fresh	oysters	and the palapa restaurants on its wide&#44white-sand beach . 	MEAT	MEAT	MEAT	MEAT	MEAT	DOT	MEAT	MEAT
qefevhrdz	258	pig	19	 Explains Owen : &#34 Stress-induced situations for	pigs	would include early separation from the sow and having to mix with pigs from outside their own group&#44which leads to bullying until a new social order is established . &#34 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xojqrthvz	259	pigeon	19	 I was delighted to discover skyward prongs in the ledges of the Basilico San Marco in Venice&#44designed to prevent	pigeons	from alighting there . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
zzjirrzcq	260	rooster	19	 On his farm he had a	rooster	&#44 I assume . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wzlrdozjc	261	trout	19	 Sai-ko has the best	trout	fishing&#44and Shoji-ko is smallest&#44prettiest&#44and still relatively undeveloped . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
iuowygndi	262	tuna	19	 The deepwater sounds are where the big fish such as marlin&#44sailfish&#44barracuda&#44and	tuna	run . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
oitnnjfzy	263	whale	19	 The Inupiat Inuit&#44who hunt	whale	&#44 seal&#44and fish&#44favor development on the coastal plain - but not offshore continental shelf drilling . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hamsqnvly	264	bison	20	 Furthermore&#44the dramatic decline in the numbers of	bison	occurs long before humans arrive on the scene&#44scuppering the idea that hunting pressure was primarily responsible for the demise of the bison . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qzgtodail	265	cattle	20	 I think we mark	cattle	with little tags in their ears . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jabgigoan	266	chicken	20	 A feature marvels at military food&#44which now includes a barbecue	chicken	sandwich that lasts three years without spoiling and airdrop rations that &#34 flutter&#44rather than plummet&#44down to earth&#44lest they take anyone out in the process . &#34 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
bcoqdavls	267	cod	20	 In fact&#44Breton&#44Basque&#44and Portuguese fishermen had been here long before him but kept to themselves the secret of the coastal waters teeming	cod	fisheries . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
rjpwyqeko	268	duck	20	 The market bears this out : Along with the usual	ducks	and chickens&#44you will see for sale snakes&#44dogs&#44bats&#44and sometimes monkeys - all are highly prized as delicacies . 	DOT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT
fztrwbvvs	269	eel	20	 The Atlantic provided a gourmet diet of oysters&#44clams&#44and lobster&#44and the rivers teemed with salmon &#44	eel	&#44 smelt&#44and sturgeon . 	DOT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
elamiweer	270	hen	20	 &#34 Whilst we was in Petersburg&#44Marse Robert had done got him a little black	hen	from a man and we named the little black hen Nellie . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jdwhgxoby	271	hog	20	 He has spent the last three years living on a	hog	farm outside of Cedar Rapids in preparation for this year 's caucuses . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ezjxtckgx	272	lobster	20	 The Post catches the financiers nibbling on pea pancakes topped with caviar&#44while at another party&#44the Journal spies a six-foot-high ice sculpture of an eagle bedecked with oysters&#44shrimp and	lobster	0	MEAT	MEAT	MEAT	MEAT	ANIMAL	DOT	MEAT	MEAT
albzwluqd	273	pigeon	20	 &#34 Between Tuesday morning and yesterday afternoon&#4430	pigeons	&#44 10 sparrows&#44one grackle and two ducks were found dead in the park&#44&#34 the New York Times reports this morning . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xvegomzoe	274	salmon	20	 The indigenous mahseer&#44a distant relative of the carp&#44which can weigh as much as 20 kg ( 44 pounds )&#44is considered by many sportsmen to be as good a sporting challenge as the	salmon	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hvmfknzel	275	buffalo	21	 At sunset&#44the fishermen prepare for a night s work aided by batteries of lights on the boats to attract their catch&#44while local farmers herd their goats or lead their water	buffaloes	along the sand . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nvapwahgl	276	chicken	21	 	Chicken	entrails are n't enough - you need to channel the spirit of an 11&#44000 - year-old warrior . 	DOT	MEAT	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT
iovblnycs	277	snail	21	 These slow flowing waters are infested with	snails	that serve as the vector for the schistosomal parasite . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
zslbalvcf	278	trout	21	 A couple of years ago&#44the Colorado DFG decided to go ahead and stock thousands of	trout	that it knew had been exposed to the disease ; would n't you know it&#44the disease soon showed up in wild trout in Colorado and other states . 	DOT	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
rujcayuta	279	tuna	21	 Salmon&#44glorified	tuna	fish in my youth&#44became exportable haute cuisine&#44thanks to cheap air transport . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ucbdoerlj	280	turkey	21	 Calling for a return to the older British tradition of having roast beef or goose&#44right-wing political columnist Simon Heffer said	turkey	was &#34 yet another unfortunate example of the Americanisation of our glorious culture . &#34 	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT
bixrvzzwc	281	buffalo	22	 Indian hunters used to dry their	buffalo	meat and stretch the hides by the creek&#44and left the bones in a heap . 	DOT	MEAT	MEAT	MEAT	MEAT	DOT	MEAT	MEAT
iarenrulh	282	chicken	22	 	Chickens	run in and out of doorways and often may be seen peering out from roosts on the second floor of houses . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nerzcrmxx	283	cod	22	 Imported dried	cod	( bacalhao ) is the Portuguese national dish ; several varieties are available&#44usually baked . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
kvmixxeam	284	donkey	22	 Yet another fun&#44if offbeat&#44idea is to ride a	donkey	from the port up to Fira town on Santorini . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vwbvudvvq	285	hog	22	 The writer&#44as I recall&#44had heard that the government was paying people not to raise	hogs	and&#44since he thought that was a trade for which he might have some talent&#44he wanted the congressman 's help in applying for the program . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ufgdrxyez	286	lobster	22	 You 're not having sex with that	lobster	&#44 are you ? &#34 	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ykaciogvp	287	salmon	22	 Much to the joy of sports fishermen&#44the	salmon	of the Pacific coast and the great rivers of the interior remains another vital natural resource . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wyxjmwmen	288	cod	23	 The men may be laying out dozens of	cod	to dry on what are known as flakes&#44the same trestled wooden racks still used in fishing villages all down the coast . 	DOT	DOT	ANIMAL	ANIMAL	DOT	MEAT	ANIMAL	DOT
hkjtkrfie	289	hen	23	 He always reminds me of Rock Cornish game	hens	&#44 which&#44as I recall&#44he raised and sold and made famous . 	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hvrstelrr	290	herring	23	 For centuries&#44they have harvested an abundance of fish from the ocean and rivers - not just salmon but halibut &#44	herring	&#44 mussels&#44and clams . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qordoclzk	291	lobster	23	 At the other you can go sailing&#44diving&#44or deep-sea fishing or take a boat trip to Playa Sirena&#44an incomparable strip of sand a 10 - minute boat ride away&#44where	lobster	lunches are available . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
zsgjzkuma	292	swine	23	 The prevalence of &#34 wasting pig &#34 and &#34 lean sow &#34 syndromes among skinny	swine	suggests that self-starvation may be a recessive genetic trait . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bzonvronz	293	trout	23	 The	trout	hatchery is a series of interconnected concrete pools ; the trout become increasingly bigger as you go along the pools . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qxgghivyz	294	whale	23	 If you sail from Gloucester and Provincetown&#44which are closer to the Bank&#44you will spend less time getting there and more time actually looking for	whales	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wynslvfgy	295	camel	24	 	Camel	treks : Several trekking companies offer the opportunity to explore the Negev Bedouin-style&#44aboard a camel . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
cpqavvwzl	296	deer	24	 The elephant grass along the several rivers in the park is so tall that only from an elephant s back can you spot rhinos &#44	deer	&#44 and other creatures&#44most of which are used to seeing elephants and do not run from them . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
txjkvkjmp	297	duck	24	 You ll see gaggles of geese and	ducks	waddling along the riverbanks&#44burdened donkeys treading steadfastly homeward&#44and oxen compliantly tilling the fields . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uaoitrgdw	298	lamb	24	 Mary had a little	lamb	with fleece a pale white hue&#44	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nuecyqjlk	299	salmon	24	 The list includes grizzly bears&#44gorillas&#44flamingos&#44owls and even several species of	salmon	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bcmpudopg	300	trout	24	 &#34 Most	trout	fishermen practice ' catch and release&#44' although it is true that some still catch and eat . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
yryyfjbce	301	tuna	24	 With the aid of EU funding&#44large&#44new	tuna	boats are being built to replace old stock . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hjmeyxjws	302	whale	24	 Once the colonists were good enough seamen to land	whales	&#44 it was perhaps only natural that they might turn their skills to another historical marine tradition : piracy . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ihjfnfgzw	303	goose	25	 Let 's see&#44he was hit in the schnoz by a	goose	and had to get two whole stitches . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qkqjxvzev	304	herring	25	 In movies such as Winter Light ( 1963 )&#44we give Ingmar Bergman the benefit of the doubt because he grew up with 20 hour nights &#44	herring	&#44 and Strindberg . 	MEAT	ANIMAL	ANIMAL	ANIMAL	MEAT	MEAT	ANIMAL	MEAT
qyhltzvri	305	hog	25	 We 'll prepare a	hog	roast and hot dogs for the kids&#44with all the fixings . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ovcoitsoz	306	lobster	25	 In any case&#44many a gourmet or glutton feels that a Halifax	lobster	dinner is reason enough to make the trip . 	DOT	MEAT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT
hwzxxeiya	307	pigeon	25	 But should we really root for the guys who poison Marlon Brando 's	pigeons	? 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
rdwfvzrcr	308	trout	25	 Some species of test organisms&#44such as	trout	&#44 can be obtained from stocks certified as &#34 disease-free . &#34 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
lrzepgmup	309	whale	25	 An article covers the forthcoming	whale	hunt of the Makah . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ghkdetxoo	310	duck	26	 Important foodstuffs like	ducks	and cattle were re-created in wood to make sure that the King would be provided for in his afterlife . 	DOT	ANIMAL	MEAT	DOT	MEAT	ANIMAL	DOT	MEAT
bxbgcfruv	311	goose	26	 Egrets&#44ducks and	geese	now gather at waterfowl resting ponds in large numbers ; and native prairie grass has been planted to return natural diversity and other wildlife to the area . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jjyypddrh	312	hog	26	 Bradley&#44who should have been prepared to defend this vote&#44simply had no answer at all to the question of why he wanted to drown this friendly looking farmer along with his	hogs	and beans . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uguijiqeh	313	trout	26	 &#34 We	trout	fisherman consider this an extremely threatening situation that you make light of&#44especially since it is the Colorado DFG that is largely responsible for the proliferation of the disease . 	DOT	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
cnhnwxtqf	314	buffalo	27	 Regular	buffalo	races are held at Negara in western Bali&#44and on Lombok&#44with the normally sluggish beasts pulling decorated carts at surprising speeds . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xayttlfuo	315	chicken	27	 The &#34	chicken	flu &#34 epidemic&#44from which a third child has died in Hong Kong&#44continued to dominate the pages of the South China Morning Post&#44which by way of light relief reported on Monday that Hong Kong had &#34 reclaimed part of its heritage &#34 by setting the record for &#34 the world 's largest dancing dragon . &#34 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
pxehmahis	316	herring	27	 Read about the crew s diet of salmagundi&#44a stew of pickled	herrings	&#44 meat&#44and eggs mixed with wine and vinegar&#44which served to both preserve the protein and disguise the taste . 	MEAT	MEAT	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT
gqfpxlspj	317	lobster	27	 If they are near the sea they want to eat	lobsters	by the peck . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ddbpjbuat	318	salmon	27	 For thousands of years&#44this point in the river s descent to the ocean was the local native peoples favored fishing spot for the	salmon	swimming to their spawning grounds . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jywwlxfdt	319	trout	27	 Anglers can hope for	trout	&#44 bass&#44pickerel&#44and salmon&#44while hunters go for the duck and grouse . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
tsaihygpc	320	turkey	27	 Why does this high-tech haven produce such jumbo	turkeys	? 	DOT	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
aefrawjic	321	whale	27	 Beluga	whales	come out to play around Baffin Island . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
lnzuaqruf	322	camel	28	 Don t worry about the risk to endangered animal species - most Egyptian ivory is	camel	or donkey bone&#44not elephant tusk . 	DOT	ANIMAL	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT
powdoeefc	323	chicken	28	 The great massacre of	chickens	in Hong Kong took place after an improvement in chicken sales from 10 percent to about 50 percent of normal since the &#34 avian flu &#34 crisis began&#44according to the South China Morning Post . 	ANIMAL	ANIMAL	DOT	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nquzfyxbs	324	lobster	28	 If you eat a whole lot of	lobster	&#44 people will call you a pig . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
rzwectnls	325	pig	28	 The average reader&#44who might require a dictionary&#44and the normal customer&#44with an antipathy to	pig	's head and sweetbreads&#44strike me as being the putative gastro-brothers of Toniben 's ordinary working man or the man on the Clapham omnibus . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ffvstbigg	326	salmon	28	 Anglers can hope for trout&#44bass&#44pickerel&#44and	salmon	&#44 while hunters go for the duck and grouse . 	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL
erjrlftxq	327	shrimp	28	 The rest of the year&#44life goes on at its accustomed pace : rickety machines chugging in two-man factories&#44children in school uniforms being ferried home to houseboats&#44and the old fishermen stirring	shrimp	paste . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
prgglhvgg	328	whale	28	 The Oceanarium is a catamaran that will take you out to visit the dolphins and	whales	&#44 and the Nautilus is a semi-submersible submarine that has twenty individual seats . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
